Unnamed: 0,项目编码,项目名称,角色,姓名
1568,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目部(经理),夏亮
1569,TZ-2022-HB-000060,湖北监利马嘶湖100MW光伏项目,项目部(经理),夏亮
1570,TZ-2023-GX-000059,广西贵港南晶150MW光伏项目,项目部(经理),夏亮
1571,TZ-2021-HL-000082,黑龙江大庆大同4MW分散式风电项目,项目部(经理),夏亮
1572,TZ-2021-HL-000081,黑龙江大庆八村3MW分散式风电项目,项目部(经理),夏亮
1573,TZ-2021-HL-000080,黑龙江大庆新站10.6MW分散式风电项目,项目部(经理),夏亮
1574,TZ-2021-HL-000079,黑龙江大庆葡萄花28.8MW分散式风电项目,项目部(经理),夏亮
1575,TZ-2022-GX-000088,广西贵港高传60MW风电项目,项目部(经理),夏亮
1576,TZ-2021-LN-000085,辽宁法库依牛堡5.6MW分散式分风电项目,项目部(经理),夏亮
1577,TZ-2021-LN-000084,辽宁阜新东矿6.6MW分散式风电项目,项目部(经理),夏亮
1578,TZ-2019-HE-000069,河北海兴丁北50MW风电项目,项目部(经理),夏亮
1579,TZ-2023-HB-000063,湖北公安狮子口100MW光伏项目,项目部(经理),夏亮
1580,TZ-2023-GD-000103,广东肇庆高要区20MW分布式光伏项目,项目部(经理),夏亮
1581,TZ-2023-SD-000097,山东寿光扬光50MW光伏项目,项目部(经理),夏亮
1582,TZ-2022-JS-000099,江苏溧阳紫宸14MW分布式光伏项目,项目部(经理),夏亮
1583,TZ-2023-AH-000100,安徽马鞍山蜂巢6MW分布式光伏项目,项目部(经理),夏亮
1584,TZ-2020-NX-000056,宁夏永宁国光100MW光伏项目,项目部(经理),夏亮
1585,TZ-2021-FJ-000441,福建宁德上汽21MW+3.9MW分布式光伏项目,项目部(经理),夏亮
1586,TZ-2021-NX-000057,宁夏红寺堡上电100MW光伏项目,项目部(经理),夏亮
1587,TZ-2022-QH-000053,青海乌图美仁初开50MW光伏项目,项目部(经理),夏亮
1588,TZ-2022-HB-000054,湖北可口可乐3.369MW分布式光伏项目,项目部(经理),夏亮
1589,TZ-2021-SD-000442,山东魏桥241.4MW分布式光伏项目,项目部(经理),夏亮
1590,TZ-2021-ZJ-000055,浙江中拓3.177MW分布式光伏项目,项目部(经理),夏亮
1591,TZ-2020-NX-000042,宁夏卫钢200MW光伏项目,项目部(经理),夏亮
1592,TZ-2018-SX-000026,山西寿阳建公100MW光伏项目（4#）,项目部(经理),夏亮
1593,TZ-2018-SX-000025,山西寿阳里思100MW光伏项目（2#）,项目部(经理),夏亮
1594,TZ-2020-JX-000041,江西抚州东乡二期50MW光伏项目,项目部(经理),夏亮
1595,TZ-2020-JX-000031,江西抚州东乡一期30MW光伏项目,项目部(经理),夏亮
1596,TZ-2020-SD-000030,山东枣庄昊源二期10MW光伏项目,项目部(经理),夏亮
1597,TZ-2018-SD-000029,山东枣庄昊源一期10MW光伏项目,项目部(经理),夏亮
1598,TZ-2018-SH-000034,上海安靠6.6MW分布式光伏项目,项目部(经理),夏亮
1599,TZ-2017-HE-000022,河北赤城雀沟20MW光伏项目,项目部(经理),夏亮
1600,TZ-2018-HE-000021,河北涞源三期10MW光伏项目,项目部(经理),夏亮
1601,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目部(经理),夏亮
1602,TZ-2016-HE-000018,河北易县尧舜口30MW光伏项目,项目部(经理),夏亮
1603,TZ-2015-HE-000017,河北涉县龙虎20MW光伏项目,项目部(经理),夏亮
1604,TZ-2015-HE-000015,河北曲阳郎家庄20MW光伏项目,项目部(经理),夏亮
1605,TZ-2015-HE-000014,河北曲阳庄窠20MW光伏项目,项目部(经理),夏亮
1606,TZ-2018-HL-000010,黑龙江安达昌德40MW光伏项目,项目部(经理),夏亮
1607,TZ-2018-LN-000011,辽宁大连中车12MW分布式光伏项目,项目部(经理),夏亮
1608,TZ-2023-AH-000131,安徽蚌埠尚能30MW风电项目,项目经理,田扩
1609,TZ-2023-AH-000131,安徽蚌埠尚能30MW风电项目,项目经理,靳家佳
1610,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目经理,靳家佳
1611,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目经理,邓栗
1612,TZ-2020-JX-000041,江西抚州东乡二期50MW光伏项目,项目部(经理),胡禹铭
1613,TZ-2020-JX-000031,江西抚州东乡一期30MW光伏项目,项目部(经理),胡禹铭
1614,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,杨雅婷
1615,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,靳家佳
1616,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,方晨
1617,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,宋艺涓
1618,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,韩雷兴
1619,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,邢智全
1620,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,郑辉
1621,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,张文睿
1622,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,邱凯
1623,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,田扩
1624,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,许燕
1625,TZ-2024-XZ-000376,西藏那曲色尼100MW光伏项目,项目部(经理),黄宇鹏
1626,TZ-2023-HI-000369,海南儋州新州100MW分布式光伏项目,项目部(经理),黄宇鹏
1627,TZ-2021-FJ-000441,福建宁德上汽21MW+3.9MW分布式光伏项目,项目经理,黄宇鹏
1628,TZ-2023-NX-000119,宁夏青铜峡邵岗20MW分散式风电项目,项目部(经理),黄宇鹏
1629,TZ-2023-GD-000102,广东肇庆高要区150MW光伏项目,项目部(经理),黄宇鹏
1630,TZ-2023-TJ-000112,天津锦湖轮胎18MW分布式光伏项目,项目部(经理),黄宇鹏
1631,TZ-2023-HB-000105,湖北石首开奥50MW/100MWh储能项目,项目部(经理),黄宇鹏
1632,TZ-2023-XJ-000064,新疆乌鲁木齐机场11.6MW分布式光伏项目,项目部(经理),黄宇鹏
1633,TZ-2022-SH-000066,上海浦东商飞二期6.4MW分布式光伏项目,项目经理,黄宇鹏
1634,TZ-2023-HB-000062,湖北石首团山寺70MW光伏项目,项目部(经理),黄宇鹏
1635,TZ-2023-GX-000059,广西贵港南晶150MW光伏项目,项目部(经理),黄宇鹏
1636,TZ-2021-HL-000082,黑龙江大庆大同4MW分散式风电项目,项目部(经理),陈金柱
1637,TZ-2021-HL-000081,黑龙江大庆八村3MW分散式风电项目,项目部(经理),陈金柱
1638,TZ-2021-HL-000080,黑龙江大庆新站10.6MW分散式风电项目,项目部(经理),陈金柱
1639,TZ-2021-HL-000079,黑龙江大庆葡萄花28.8MW分散式风电项目,项目部(经理),陈金柱
1640,TZ-2022-GX-000088,广西贵港高传60MW风电项目,项目部(经理),黄宇鹏
1641,TZ-2021-LN-000085,辽宁法库依牛堡5.6MW分散式分风电项目,项目部(经理),黄宇鹏
1642,TZ-2021-LN-000084,辽宁阜新东矿6.6MW分散式风电项目,项目部(经理),黄宇鹏
1643,TZ-2019-HE-000069,河北海兴丁北50MW风电项目,项目部(经理),黄宇鹏
1644,TZ-2023-HB-000063,湖北公安狮子口100MW光伏项目,项目部(经理),黄宇鹏
1645,TZ-2023-GD-000103,广东肇庆高要区20MW分布式光伏项目,项目部(经理),王国鑫
1646,TZ-2023-SD-000097,山东寿光扬光50MW光伏项目,项目部(经理),孙广岩
1647,TZ-2021-SD-000442,山东魏桥241.4MW分布式光伏项目,项目部(经理),黄宇鹏
1648,TZ-2022-JS-000099,江苏溧阳紫宸14MW分布式光伏项目,项目部(经理),黄宇鹏
1649,TZ-2023-AH-000100,安徽马鞍山蜂巢6MW分布式光伏项目,项目经理,黄宇鹏
1650,TZ-2020-NX-000056,宁夏永宁国光100MW光伏项目,项目部(经理),黄宇鹏
1651,TZ-2021-NX-000057,宁夏红寺堡上电100MW光伏项目,项目部(经理),黄宇鹏
1652,TZ-2022-QH-000053,青海乌图美仁初开50MW光伏项目,项目部(经理),黄宇鹏
1653,TZ-2022-HB-000054,湖北可口可乐3.369MW分布式光伏项目,项目部(经理),黄宇鹏
1654,TZ-2021-ZJ-000055,浙江中拓3.177MW分布式光伏项目,项目部(经理),黄宇鹏
1655,TZ-2020-NX-000042,宁夏卫钢200MW光伏项目,项目部(经理),黄宇鹏
1656,TZ-2020-JX-000041,江西抚州东乡二期50MW光伏项目,项目部(经理),黄宇鹏
1657,TZ-2020-JX-000031,江西抚州东乡一期30MW光伏项目,项目部(经理),黄宇鹏
1658,TZ-2020-SD-000030,山东枣庄昊源二期10MW光伏项目,项目部(经理),黄宇鹏
1659,TZ-2018-SD-000029,山东枣庄昊源一期10MW光伏项目,项目部(经理),黄宇鹏
1660,TZ-2018-SH-000034,上海安靠6.6MW分布式光伏项目,项目部(经理),邱中全
1661,TZ-2017-HE-000022,河北赤城雀沟20MW光伏项目,项目部(经理),黄宇鹏
1662,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目部(经理),黄宇鹏
1663,TZ-2016-HE-000018,河北易县尧舜口30MW光伏项目,项目部(经理),胡禹铭
1664,TZ-2015-HE-000017,河北涉县龙虎20MW光伏项目,项目部(经理),黄宇鹏
1665,TZ-2015-HE-000015,河北曲阳郎家庄20MW光伏项目,项目部(经理),黄宇鹏
1666,TZ-2015-HE-000014,河北曲阳庄窠20MW光伏项目,项目部(经理),黄宇鹏
1667,TZ-2018-HL-000010,黑龙江安达昌德40MW光伏项目,项目部(经理),母志远
1668,TZ-2018-LN-000011,辽宁大连中车12MW分布式光伏项目,项目部(经理),黄宇鹏
1669,TZ-2023-LN-000117,辽宁本溪福耀20MW分布式光伏项目,项目部(经理),黄宇鹏
1670,TZ-2023-HB-000104,湖北监利昌昊50MW/100MWh储能项目,项目部(经理),黄宇鹏
1671,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目部(经理),黄宇鹏
1672,TZ-2022-HB-000060,湖北监利马嘶湖100MW光伏项目,项目部(经理),黄宇鹏
1673,TZ-2018-HE-000021,河北涞源三期10MW光伏项目,项目部(经理),黄宇鹏
1674,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目经理,巩思辰
1675,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目经理,巩思辰
1676,TZ-2024-NM-000451,内蒙古锡林郭勒源网荷储400MW风电项目,项目经理,曹天骐
1677,TZ-2024-NM-000428,内蒙古锡林郭勒盟铁合金30%股权收购项目,项目经理,曹天骐
1678,TZ-2018-SX-600025,山西寿阳里思100MW+建公100MW光伏项目,项目部(经理),陈金柱
1679,TZ-2018-SX-600025,山西寿阳里思100MW+建公100MW光伏项目,项目成员,张维康
1680,TZ-2024-NM-000428,内蒙古锡林郭勒盟铁合金30%股权收购项目,项目经理,巩思辰
1681,TZ-2023-AH-000131,安徽蚌埠尚能30MW风电项目,项目经理(主责),巩思辰
1682,TZ-2020-JX-000041,江西抚州东乡二期50MW光伏项目,项目部(经理),高鹏
1683,TZ-2020-JX-000031,江西抚州东乡一期30MW光伏项目,项目部(经理),高鹏
1684,TZ-2021-NX-000057,宁夏红寺堡上电100MW光伏项目,项目部(经理),户帅
1685,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目部(成员),董钊
1686,TZ-2022-HB-000060,湖北监利马嘶湖100MW光伏项目,项目部(成员),覃超
1687,TZ-2022-HB-000060,湖北监利马嘶湖100MW光伏项目,项目部(成员),谢春生
1688,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目部(成员),王轩
1689,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目部(经理),王轩
1690,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目部(成员),董钊
1691,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目部(成员),郑健
1692,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目部(成员),母志远
1693,TZ-2023-TJ-000112,天津锦湖轮胎18MW分布式光伏项目,项目部(成员),郑健
1694,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目部(成员),李文东
1695,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目部(经理),姚冬冬
1696,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目部(成员),葛海文
1697,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目部(成员),罗超
1698,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目部(成员),郑健
1699,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目部(成员),陈阳
1700,TZ-2023-JS-600089,江苏徐州睢宁13.2MW+19.8MW分散式风电项目,项目部(成员),陈阳
1701,TZ-2024-XZ-000376,西藏那曲色尼100MW光伏项目,项目部(经理),孙广岩
1702,TZ-2024-XZ-000376,西藏那曲色尼100MW光伏项目,项目部(成员),张星星
1703,TZ-2023-XJ-000350,新疆木垒大石头150MW风电项目,项目部(成员),闫欢欢
1704,TZ-2023-XJ-000350,新疆木垒大石头150MW风电项目,项目部(成员),许先永
1705,TZ-2024-XJ-000424,新疆哈密伊吾智算中心项目,项目部(成员),张浩冉
1706,TZ-2023-HL-000083,黑龙江大庆萨北22.4MW分散式风电项目,项目部(成员),徐云平
1707,TZ-2023-HL-000113,黑龙江齐齐哈尔依安200MW风电项目,项目部(成员),何博宇
1708,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目部(成员),邱中全
1709,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目部(经理),张禹凡
1710,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目部(经理),王磊
1711,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目部(经理),王国鑫
1712,TZ-2023-GX-000059,广西贵港南晶150MW光伏项目,项目部(成员),黄强
1713,TZ-2023-GX-000059,广西贵港南晶150MW光伏项目,项目部(经理),刘杰
1714,TZ-2022-HB-000060,湖北监利马嘶湖100MW光伏项目,项目部(经理),鞠飞
1715,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目部(经理),陈金柱
1716,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目部(经理),陈金柱
1717,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目部(经理),胡禹铭
1718,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目部(经理),胡禹铭
1719,TZ-2023-TJ-000112,天津锦湖轮胎18MW分布式光伏项目,项目部(经理),胡禹铭
1720,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目部(经理),户帅
1721,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目部(经理),户帅
1722,TZ-2023-HE-000091,河北满城白龙70MW光伏项目,项目部(经理),崔爱松
1723,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目部(经理),王烁
1724,TZ-2023-JS-600089,江苏徐州睢宁13.2MW+19.8MW分散式风电项目,项目部(经理),杨志会
1725,TZ-2024-XZ-000376,西藏那曲色尼100MW光伏项目,项目部(经理),韩雷兴
1726,TZ-2023-XJ-000350,新疆木垒大石头150MW风电项目,项目部(经理),王文宇
1727,TZ-2024-XJ-000424,新疆哈密伊吾智算中心项目,项目部(经理),王文宇
1728,TZ-2023-HL-000083,黑龙江大庆萨北22.4MW分散式风电项目,项目部(经理),陈金柱
1729,TZ-2023-HL-000113,黑龙江齐齐哈尔依安200MW风电项目,项目部(经理),杨志会
1730,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目部(经理),邱中全
1731,TZ-2023-GX-000059,广西贵港南晶150MW光伏项目,项目部(经理),邱中全
1732,TZ-2020-NX-000056,宁夏永宁国光100MW光伏项目,项目部(成员),闫欢欢
1733,TZ-2020-NX-000042,宁夏卫钢200MW光伏项目,项目部(经理),闫欢欢
1734,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目经理(主责),王颢霖
1735,TZ-2019-HE-000069,河北海兴丁北50MW风电项目,项目部(经理),母志远
1736,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目成员,朱小红
1737,TZ-2022-GX-000088,广西贵港高传60MW风电项目,项目部(经理),邱中全
1738,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目部(经理),王文宇
1739,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,张翠
1740,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目成员,张翠
1741,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目经理,杨进峰
1742,TZ-2024-SX-000425,山西朔州平鲁区49MW分散式风电项目,项目部(经理),陈金柱
1743,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目经理,杨进峰
1744,TZ-2017-HE-000022,河北赤城雀沟20MW光伏项目,项目部(经理),韩雷兴
1745,TZ-2023-XJ-000064,新疆乌鲁木齐机场11.6MW分布式光伏项目,项目部(成员),张星星
1746,TZ-2023-XJ-000064,新疆乌鲁木齐机场11.6MW分布式光伏项目,项目部(经理),邱中全
1747,TZ-2022-LN-000111,辽宁抚顺晶能100MW光伏项目,项目成员,柳琳
1748,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,史晓兵
1749,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,杨雅婷
1750,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,方晨
1751,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,柳琳
1752,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,马思远
1753,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,韩雷兴
1754,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,邢智全
1755,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,石宝
1756,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,靳家佳
1757,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,郑辉
1758,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,李若白
1759,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,金珊
1760,TZ-2022-HB-000054,湖北可口可乐3.369MW分布式光伏项目,项目部(经理),鞠飞
1761,TZ-2018-LN-000011,辽宁大连中车12MW分布式光伏项目,项目部(经理),韩雷兴
1762,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目成员,柳琳
1763,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目成员,张春成
1764,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目成员,邹博文
1765,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目成员,靳家佳
1766,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目成员,郑辉
1767,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目成员,覃鸿念
1768,TZ-2018-SD-000029,山东枣庄昊源一期10MW光伏项目,项目部(成员),车轶新
1769,TZ-2020-SD-000030,山东枣庄昊源二期10MW光伏项目,项目成员,邱中全
1770,TZ-2020-SD-000030,山东枣庄昊源二期10MW光伏项目,项目成员,母志远
1771,TZ-2018-SD-000029,山东枣庄昊源一期10MW光伏项目,项目成员,户帅
1772,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目成员,张翠
1773,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目部(经理),胡禹铭
1774,TZ-2022-HB-000060,湖北监利马嘶湖100MW光伏项目,项目经理(主责),余欣玥
1775,TZ-2023-HB-000104,湖北监利昌昊50MW/100MWh储能项目,项目经理(主责),余欣玥
1776,TZ-2020-SD-000078,山东菏泽新风50MW风电项目,项目经理,付恬
1777,TZ-2021-NX-000057,宁夏红寺堡上电100MW光伏项目,项目经理,王晓亮
1778,TZ-2020-NX-000056,宁夏永宁国光100MW光伏项目,项目经理,赵志铎
1779,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,覃鸿念
1780,TZ-2022-HB-000054,湖北可口可乐3.369MW分布式光伏项目,项目经理,付恬
1781,TZ-2023-AH-000130,安徽亳州万事通100MW风电项目,项目经理,王阳阳
1782,TZ-2024-HL-000400,黑龙江黑河俄电工业园1000MW风电项目,项目经理,黄世伟
1783,TZ-2020-JX-000031,江西抚州东乡一期30MW光伏项目,项目经理,付恬
1784,TZ-2020-JX-000041,江西抚州东乡二期50MW光伏项目,项目经理,付恬
1785,TZ-2022-GX-000088,广西贵港高传60MW风电项目,项目经理,付恬
1786,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目经理(主责),王阳阳
1787,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目经理(主责),王阳阳
1788,TZ-2017-HE-000022,河北赤城雀沟20MW光伏项目,项目经理(主责),张海南
1789,TZ-2015-HE-000016,河北海兴小山50MW光伏项目,项目经理(主责),张海南
1790,TZ-2018-LN-000011,辽宁大连中车12MW分布式光伏项目,项目经理(主责),张海南
1791,TZ-2018-GX-000040,广西蓝铁11.7MW分布式光伏项目,项目经理(主责),屈姣姣
1792,TZ-2020-SD-000078,山东菏泽新风50MW风电项目,项目经理(主责),王阳阳
1793,TZ-2019-HE-000069,河北海兴丁北50MW风电项目,项目经理(主责),张海南
1794,TZ-2022-HB-000054,湖北可口可乐3.369MW分布式光伏项目,项目经理(主责),曾笠
1795,TZ-2023-HI-000369,海南儋州新州100MW分布式光伏项目,项目经理(主责),郑雯婷
1796,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目经理(主责),屈姣姣
1797,TZ-2019-SX-000440,山西平顺佛堂岭80MW+平顺国合170MW光伏领跑基地项目,项目经理(主责),王阳阳
1798,TZ-2024-SX-000410,山西晋中平遥源网荷储一体化含100MW风电竞配项目,项目经理(主责),谢鹏璞
1799,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,杨明
1800,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,方晨
1801,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,邓栗
1802,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,张弘
1803,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,李若白
1804,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,白旭霞
1805,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,杨明
1806,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,方晨
1807,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,邓栗
1808,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,张弘
1809,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,李若白
1810,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,白旭霞
1811,TZ-2024-SC-000454,四川绵阳北川开坪20MW水电项目,项目经理(主责),曹天骐
1812,TZ-2024-SC-000455,四川绵阳北川小坝40MW水电项目,项目经理(主责),曹天骐
1813,TZ-2024-SC-000456,四川绵阳北川干松坝34MW水电项目,项目经理(主责),曹天骐
1814,TZ-2024-SC-000457,四川绵阳北川白羊30MW水电项目,项目经理(主责),曹天骐
1815,TZ-2024-SC-600454,四川绵阳北川124MW水电项目,项目经理(主责),曹天骐
1816,TZ-2024-AH-000437,安徽宿州灵璧天润50MW平原风电场项目,项目经理(主责),王阳阳
1817,TZ-2023-AH-000131,安徽蚌埠尚能30MW风电项目,项目经理,赵雅
1818,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,邢智全
1819,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,邱中全
1820,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,杜香
1821,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,杨雅婷
1822,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,杨雨澄
1823,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,昝晓萌
1824,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,郑辉
1825,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,靳家佳
1826,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,柳琳
1827,TZ-2023-TJ-000280,天津宁河丰台镇慧璟畅49.65MW风电项目,项目经理(主责),文浩宇
1828,TZ-2024-SD-000406,山东枣庄市中区75MW风电项目,项目经理,巩思辰
1829,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目成员,黄世伟
1830,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目经理,夏雄星
1831,TZ-2025-ZJ-000453,浙江杭州余杭1000MW光伏项目,项目经理(主责),郑雯婷
1832,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目经理,曾笠
1833,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目经理(主责),黄世伟
1834,TZ-2023-XJ-000350,新疆木垒大石头150MW风电项目,项目经理,陈玉东
1835,TZ-2023-XJ-000350,新疆木垒大石头150MW风电项目,项目成员,王超越
1836,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,杨明
1837,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,邓栗
1838,TZ-2024-SC-000426,金开佰舟水电投资合伙企业（有限合伙）,项目经理,杜玉博
1839,TZ-2024-SC-000426,金开佰舟水电投资合伙企业（有限合伙）,项目经理,刘岩
1840,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,史晓兵
1841,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,方晨
1842,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,雷小钧
1843,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,邢智全
1844,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,邱凯
1845,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,张文睿
1846,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,杨雅婷
1847,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,柳琳
1848,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,韩雷兴
1849,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,张春成
1850,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,靳家佳
1851,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,郑辉
1852,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,邵本初
1853,TZ-2024-HN-000411,湖南常德柳叶湖80MW光伏项目,项目成员,张弘
1854,TZ-2024-NM-000428,内蒙古锡林郭勒盟铁合金30%股权收购项目,项目经理(主责),刘岩
